,stimulus,trial_name,task_type,correct_answer,lang,set_name
577,¿Cómo se llama el Delta en los Países Bajos?,q_after_a_Rhine_1_qa_0,IS,Rin-Mosa,ES,mturk_ES_v04
578,"En los años que sucedieron a estos rumores, ni Tesla ni Edison ganaron el premio. Aunque en 1915, Edison recibió una propuesta de 38 posibles mientras que Tesla también recibió una de 38 posibles en el año 1937.",a_NikolaTesla_3,IS,,ES,mturk_ES_v04
579,¿Cuántas posibles propuestas habían para el premio en 1915?,q_after_a_NikolaTesla_3_qa_0,IS,38,ES,mturk_ES_v04
580,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v05
581,El tamaño de las patentes fue estandarizado antes de la Segunda Guerra Mundial.,meco_para_12_qa_1,NR,False,ES,mturk_ES_v05
582,"El 28 de febrero de 2008, Kibaki y Odinga firmaron un acuerdo sobre la formación de un gobierno de coalición en el que Odinga se convertiría en el segundo primer ministro de Kenia. Según el acuerdo, el presidente nombraría ministros del gabinete de las facciones PNU y ODM dependiendo de la fuerza de cada partido en el parlamento. El acuerdo estipulaba que el gabinete incluiría un vicepresidente y dos viceprimeros ministros. Después de los debates, el parlamento aprobó que la coalición se mantendría hasta el final del parlamento actual o hasta que alguna de las partes se retirara.",a_Kenya_1,NR,,ES,mturk_ES_v05
583,¿Cuándo firmaron Kibaki y Odinga un acuerdo sobre la formación del gobierno?,a_Kenya_1_qa_0,NR,28 de febrero de 2008,ES,mturk_ES_v05
584,"Las necesidades de los agricultores de soja se han utilizado para justificar muchos de los controvertidos proyectos de transporte que se están desarrollando actualmente en la Amazonía. Las primeras dos carreteras abrieron con éxito la selva tropical y causaron un aumento de asentamientos y de la deforestación. La tasa media anual de deforestación de 2000 a 2005 (22 392 km2 o 8646 millas cuadradas al año) fue un 18 % más alta que en los cinco años anteriores (19 018 km2 o 7343 millas cuadradas por año). Aunque la deforestación ha disminuido significativamente en la Amazonía brasileña entre 2004 y 2014, ha habido un aumento hasta la actualidad.",a_Amazonrainforest_2,NR,,ES,mturk_ES_v05
585,¿A qué dio lugar la creación de carreteras en la selva amazónica?,a_Amazonrainforest_2_qa_1,NR,aumento de asentamientos y de la deforestación,ES,mturk_ES_v05
586,"Entre los equipos deportivos profesionales de California del Sur están los equipos de la NFL (Los Angeles Rams, San Diego Chargers); la NBA (Los Angeles Lakers, Los Angeles Clippers); la MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); la NHL (Los Angeles Kings, Anaheim Ducks); y la MLS (LA Galaxy).",a_SouthernCalifornia_3,NR,,ES,mturk_ES_v05
587,¿A qué deporte se dedican Los Angeles Angels of Anaheim?,a_SouthernCalifornia_3_qa_2,NR,la MLB,ES,mturk_ES_v05
588,"Con las fechas de juicio de la corte penal internacional en 2013 tanto para el presidente Kenyatta como para el vicepresidente William Ruto en relación con las secuelas de las elecciones de 2007, el presidente de EE. UU., Barack Obama eligió no visitar el país a mediados de 2013 durante su viaje africano. Más tarde en el verano, Kenyatta visitó China por invitación del presidente Xi Jinping después de una parada en Rusia y no haber visitado Estados Unidos como presidente. En julio de 2015 Obama visitó Kenia, como el primer presidente estadounidense en visitar el país mientras estaba en el cargo.",a_Kenya_2,NR,,ES,mturk_ES_v05
589,¿Cuándo visitó Obama a Kenia finalmente?,a_Kenya_2_qa_3,NR,julio de 2015,ES,mturk_ES_v05
590,"Donde es el área de la sección transversal relevante para el volumen para el que se calcula el tensor de esfuerzo. Este formalismo incluye términos de presión relacionados con fuerzas que actúan normalmente en el área de la sección transversal (las diagonales de la matriz del tensor), así como términos de cizallamiento relacionados con las fuerzas que actúan paralelamente al área de la sección transversal (los elementos fuera de la diagonal). El tensor de esfuerzo tiene en cuenta las fuerzas que causan todas las deformaciones, incluso las tensiones de tracción y las compresiones.:133–134:38-1–38-11",a_Force_4,IS,,ES,mturk_ES_v05
591,¿Qué se asocia con las fuerzas normales?,q_after_a_Force_4_qa_2,IS,términos de presión,ES,mturk_ES_v05
592,"La teoría de la complejidad computacional es una rama de la teoría de la computación dentro de la ciencia computacional teórica. Esta teoría se centra en la clasificación de los problemas computacionales según su dificultad inherente y en la relación de esas clases de dificultad entre sí. Un problema computacional se entiende como una tarea que en principio puede ser resuelta por un ordenador, es decir, que el problema puede ser resuelto mediante la aplicación mecánica de pasos matemáticos tales como un algoritmo.",a_Computationalcomplexitytheory_0,IS,,ES,mturk_ES_v05
593,¿Qué rama de la ciencia computacional teórica se encarga de la clasificación de los problemas computacionales por dificultad y clase de relación?,q_after_a_Computationalcomplexitytheory_0_qa_0,IS,La teoría de la complejidad computacional,ES,mturk_ES_v05
594,"La construcción es el proceso de levantar un edificio o infraestructura. La construcción difiere de la fabricación en que la fabricación normalmente implica la producción en masa de artículos similares sin un comprador determinado, mientras que la construcción generalmente se lleva a cabo en un lugar determinado para un cliente conocido. La construcción como sector comprende del seis al nueve por ciento del producto interior bruto de los países desarrollados. La construcción comienza con la planificación, el diseño [cita necesaria] y la financiación y continúa hasta que el proyecto esté construido y listo para su uso.",a_Construction_0,IS,,ES,mturk_ES_v05
595,¿Cuáles son las tres cosas que se necesitan para que se lleve a cabo la construcción?,q_after_a_Construction_0_qa_3,IS,"planificación, el diseño [cita necesaria] y la financiación",ES,mturk_ES_v05
596,"La instancia de un problema, cuando se habla de problemas computacionales, es una cadena de elementos de un alfabeto. Por lo general, el alfabeto que se utiliza es el binario (es decir, combinaciones de 0 y 1) y por ello, estas cadenas reciben el nombre de cadenas de bits. Como ocurre en una computadora del mundo real, los objetos matemáticos que no son cadenas de bits deben estar debidamente codificados. Por ejemplo, los números enteros pueden representarse como notación binaria y los gráficos se pueden codificar directamente, o bien a través de sus matrices de adyacencia, o bien a través de sus listas de adyacencia en código binario.",a_Computationalcomplexitytheory_1,IS,,ES,mturk_ES_v05
597,¿De qué manera se pueden codificar los gráficos?,q_after_a_Computationalcomplexitytheory_1_qa_4,IS,matrices de adyacencia,ES,mturk_ES_v05
598,"Tener la idea de que los problemas de función pueden ser más enriquecedores que los problemas de decisión puede llegar a ser tentador. Sin embargo, la realidad es otra, ya que los problemas de función pueden reconvertirse en problemas de decisión. Por ejemplo, la multiplicación de dos números enteros puede expresarse como un conjunto de triples (a, b, c) de tal manera que se mantenga la relación a × b = c. Decidir si uno de esos triples dados pertenece o no al conjunto es algo que le corresponde a la solución del problema de multiplicar dos números.",a_Computationalcomplexitytheory_2,IS,,ES,mturk_ES_v05
599,"Si dos números enteros se multiplican y generan un valor, ¿qué nombre recibe ese conjunto?",q_after_a_Computationalcomplexitytheory_2_qa_1,IS,conjunto de triples,ES,mturk_ES_v05
600,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v06
601,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes.,meco_para_12_qa_2,NR,False,ES,mturk_ES_v06
602,"En la mayoría de los países, el dispensario está sujeto a legislación farmacéutica; con requisitos para condiciones de almacenamiento, textos obligatorios, material, etc., especificados en la legislación. Aunque antes los farmacéuticos permanecían dentro del dispensario que componía/distribuía los medicamentos, ha habido una tendencia creciente hacia el uso de técnicos farmacéuticos capacitados, mientras que el farmacéutico pasa más tiempo comunicándose con los pacientes. Los técnicos farmacéuticos ahora dependen más de la automatización para ayudarles en su nuevo papel de tratar con las recetas de los pacientes y sus problemas de seguridad.",a_Pharmacy_2,NR,,ES,mturk_ES_v06
603,¿Qué exige la legislación farmacéutica?,a_Pharmacy_2_qa_4,NR,"condiciones de almacenamiento, textos obligatorios, material, etc.",ES,mturk_ES_v06
604,"Jacksonville es la ciudad más grande por población del estado de Florida y la ciudad más grande por área en los Estados Unidos contiguos. Es la sede del Condado de Duval, con el cual el gobierno de la ciudad se consolidó en 1968. La consolidación le otorgó a Jacksonville su gran tamaño y colocó a la mayoría de su población metropolitana dentro de los límites de la ciudad; con una población estimada de 853 382 habitantes en 2014, es la ciudad más poblada de Florida y el sureste, y la 12.ª más poblada de Estados Unidos. Jacksonville es la principal ciudad del área metropolitana de Jacksonville, con una población de 1 345 596 en 2010.",a_JacksonvilleFlorida_0,NR,,ES,mturk_ES_v06
605,"Teniendo en cuenta solo la población, ¿cuál es la clasificación de Jacksonville en Estados Unidos?",a_JacksonvilleFlorida_0_qa_2,NR,12.ª,ES,mturk_ES_v06
606,"Sin embargo, debido a las diferentes declaraciones que realizaba, sus opiniones religiosas siguen siendo confusas. Por ejemplo, en su artículo "" Una máquina para acabar con la guerra"", publicado en 1937, Tesla declaraba lo siguiente:",a_NikolaTesla_4,NR,,ES,mturk_ES_v06
607,¿Qué artículo fue publicado en 1937?,a_NikolaTesla_4_qa_0,NR, Una máquina para acabar con la guerra,ES,mturk_ES_v06
